GlyCosmos Lectin Number,Lectin Name,Short name,UniProt ID,PDB IDs,LfDB ID,Monosaccharide Specificity,Organism,Taxonomy ID,MCAW IDs
GL_004226,"ATP-dependent 6-phosphofructokinase 2","",Q9L1L8,"","","",Streptomyces coelicolor A3(2),100226,""
GL_002013,"Galactose-binding lectin","",A0A0P0E482,"5VBK|6BFM","","",Mytilus californianus,6549,""
GL_002067,"Regenerating islet-derived protein 3-gamma","",O09049,"","","",Mus musculus,10090,""
GL_004392,"ATP-dependent 6-phosphofructokinase","",A2RE65,"","","",Streptococcus pyogenes str. Manfredo,160491,""
GL_001667,"Interleukin-2","",P17108,"","","",Rattus norvegicus,10116,""
GL_002721,"Probable xyloglucan endotransglucosylase/hydrolase protein 7","",Q8LER3,"","","",Arabidopsis thaliana,3702,""
GL_005199,"Phytanoyl-CoA dioxygenase 2","",Q65WW7,"","","",Oryza sativa Japonica Group,39947,""
GL_001936,"Ripening-associated protein","BanLec",O22321,"2BMY|2BMZ|2BN0|4PIF|4PIK|4PIT|4PIU|5EXG|8HYF","LfDB0149","Glc|Man",Musa acuminata,4641,""
GL_002603,"Glucokinase","",Q2YJN9,"","","",Brucella abortus 2308,359391,""
GL_001538,"Glucans biosynthesis protein D","",Q4ZL60,"","","",Pseudomonas syringae pv. syringae B728a,205918,""
GL_002286,"Lectin ConGF","",A0A067XG71,"4L8Q","","",Canavalia grandiflora,232301,""
GL_000892,"Polypeptide N-acetylgalactosaminyltransferase 11","",Q921L8,"","","",Mus musculus,10090,""
GL_003166,"Protein phosphatase 1 regulatory subunit 3C","",Q5U2R5,"","","",Rattus norvegicus,10116,""
GL_000694,"Lectin","",P86993,"5T50|5T52|5T54|5T55|5T5J|5T5L|5T5O|5T5P","","",Bauhinia forficata,413686,""
GL_000584,"Jacalin-related lectin 37","",Q9M1A9,"","","",Arabidopsis thaliana,3702,""
GL_005019,"1-aminocyclopropane-1-carboxylate oxidase","",Q8S932,"","","",Diospyros kaki,35925,""
GL_000591,"Jacalin-related lectin 43","",Q9FFW7,"","","",Arabidopsis thaliana,3702,""
GL_000426,"G-type lectin S-receptor-like serine/threonine-protein kinase At1g61480","",O64771,"","","",Arabidopsis thaliana,3702,""
GL_001925,"C-type lectin domain family 4 member E","",E1BHM0,"4KZV|4KZW|4ZRV|4ZRW|5KTH|5KTI|8H4V|8HB5","","",Bos taurus,9913,""
GL_004999,"Alpha-ketoglutarate-dependent taurine dioxygenase","",P37610,"1GQW|1GY9|1OS7|1OTJ|6EDH","","",Escherichia coli K-12,83333,""
GL_003291,"L-fucose mutarotase","",A9N2J4,"","","",Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,1016998,""
GL_005194,"PKHD-type hydroxylase BAV1196","",Q2L2D7,"","","",Bordetella avium 197N,360910,""
GL_002245,"Outer capsid protein VP4","",Q86169,"4DRR|4DRV|4DS0","","",Rotavirus sp.,10970,""
GL_002550,"Hexokinase","",P33284,"3O08|3O1B|3O1W|3O4W|3O5B|3O6W|3O80|3O8M|4JAX","","",Kluyveromyces lactis NRRL Y-1140,284590,""
GL_000939,"Probable alpha-galactosidase A","",Q2UT06,"","","",Aspergillus oryzae RIB40,510516,""
GL_001451,"Endoglucanase 6","",Q42059,"","","",Arabidopsis thaliana,3702,""
GL_002557,"Glucokinase","",B5BB85,"","","",Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601,554290,""
GL_005252,"Prolyl 4-hydroxylase subunit alpha-3","",Q6W3E9,"","","",Rattus norvegicus,10116,""
GL_003141,"Glyceraldehyde-3-phosphate dehydrogenase","",P52987,"","","",Lactococcus lactis subsp. lactis Il1403,272623,""
GL_004951,"PKHD-type hydroxylase Rmet_3078","",Q1LIS6,"","","",Cupriavidus metallidurans CH34,266264,""
GL_002197,"Hemagglutinin","",Q207Z6,"4BGZ|4BH0|4BH1|4CQV|4CQW|4CQX|4CQY","","",Influenza A virus (A/turkey/Turkey/1/2005(H5N1)),375457,""
GL_004506,"Glucose-6-phosphate isomerase","",A6TN07,"","","",Alkaliphilus metalliredigens QYMF,293826,""
GL_002701,"Glucokinase","",Q3YZE4,"","","",Shigella sonnei Ss046,300269,""
GL_003302,"L-fucose mutarotase","",Q5PEK7,"","","",Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319,""
GL_004044,"D-ribose pyranase","",A0KKN1,"","","",Aeromonas hydrophila subsp. hydrophila ATCC 7966,380703,""
GL_004489,"ATP-dependent 6-phosphofructokinase","",Q5KWB1,"","","",Geobacillus kaustophilus HTA426,235909,""
GL_002283,"Bacteriocin","",T2LG16,"4LE7|4LEA|4LED","","",Pseudomonas aeruginosa,287,""
GL_003003,"1,4-beta-D-glucan cellobiohydrolase B","",Q9UVS8,"","","",Aspergillus niger,5061,""
GL_001369,"Beta-hexosaminidase subunit beta","",Q6AXR4,"","","",Rattus norvegicus,10116,""
GL_000069,"Arcelin-5B","",Q41116,"","","",Phaseolus vulgaris,3885,""
GL_002611,"Hexokinase-9","",Q2KNB7,"","","",Oryza sativa Japonica Group,39947,""
GL_001922,"Jacalin-related lectin","",B6F0T7,"5YRE|5YRF|5YRG|5YRH|5YRI|5YRJ","","",Pteria penguin,113549,""
GL_000366,"EP1-like glycoprotein 1","",Q9ZVA1,"","","",Arabidopsis thaliana,3702,""
GL_003174,"Protein phosphatase 1 regulatory subunit 3C-B","",Q6P950,"","","",Danio rerio,7955,""
GL_000447,"G-type lectin S-receptor-like serine/threonine-protein kinase RKS1","",Q9ZT07,"","","",Arabidopsis thaliana,3702,""
GL_003459,"D-ribose pyranase","",C6DJF3,"","","",Pectobacterium carotovorum subsp. carotovorum PC1,561230,""
GL_003610,"Glucose-6-phosphate isomerase","",A4W5E0,"","","",Enterobacter sp. 638,399742,""
GL_005128,"3(1)-hydroxy-L-isoleucine 4-dioxygenase","",A0A0H3L116,"","","",Pantoea ananatis AJ13355,932677,""
GL_001151,"Truncated lectin 2","",Q01807,"","","",Medicago truncatula,3880,""
GL_005315,"","",,"","","",,,""
GL_002468,"Glucokinase","",P21908,"","","",Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,264203,""
GL_003908,"ATP-dependent 6-phosphofructokinase","",Q601D3,"","","",Mesomycoplasma hyopneumoniae 232,295358,""
GL_000307,"Chitin-binding lectin","",P81859,"","","",Viscum album,3972,""
GL_001833,"Signal transducer CD24","",Q07490,"","","",Rattus norvegicus,10116,""
GL_003211,"Soluble starch synthase 3a, chloroplastic/amyloplastic","",A0A0P0XCU3,"","","",Oryza sativa Japonica Group,39947,""
GL_003525,"D-ribose pyranase","",Q2FK01,"","","",Staphylococcus aureus subsp. aureus USA300,367830,""
GL_000956,"Probable N-acetylgalactosaminyltransferase 9","",Q9U2C4,"","","",Caenorhabditis elegans,6239,""
GL_000795,"N-acetylgalactosaminyltransferase 7","",Q80VA0,"","","",Mus musculus,10090,""
GL_003457,"ATP-dependent 6-phosphofructokinase","",B9DSA4,"","","",Streptococcus uberis 0140J,218495,""
GL_002562,"Glucokinase","",Q5PNF2,"","","",Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319,""
GL_003986,"Glucose-6-phosphate isomerase","",Q83XM3,"","","",Limosilactobacillus fermentum,1613,""
GL_002759,"Probable xyloglucan endotransglucosylase/hydrolase protein 16","",Q8LG58,"","","",Arabidopsis thaliana,3702,""
GL_004464,"Glucose-6-phosphate isomerase","",A7GIL4,"","","",Clostridium botulinum F str. Langeland,441772,""
GL_000451,"G-type lectin S-receptor-like serine/threonine-protein kinase SD1-29","",O64782,"","","",Arabidopsis thaliana,3702,""
GL_004789,"N-acetylmuramic acid 6-phosphate etherase","",B0JQG3,"","","",Microcystis aeruginosa NIES-843,449447,""
GL_003370,"D-ribose pyranase","",B7N2I7,"","","",Escherichia coli ED1a,585397,""
GL_004478,"ATP-dependent 6-phosphofructokinase","",B2VF62,"","","",Erwinia tasmaniensis Et1/99,465817,""
GL_005234,"Prolyl 4-hydroxylase subunit alpha-1","",P16924,"","","",Gallus gallus,9031,""
GL_001350,"Beta-galactosidase 3","",Q9SCV9,"","","",Arabidopsis thaliana,3702,""
GL_005093,"Prolyl 3-hydroxylase 2","",Q8IVL5,"","","",Homo sapiens,9606,""
GL_003090,"Probable 3-phenylpropionic acid transporter","",P44629,"","","",Haemophilus influenzae Rd KW20,71421,""
GL_001345,"Beta-galactosidase 16","",Q8GX69,"","","",Arabidopsis thaliana,3702,""
GL_001891,"Zona pellucida sperm-binding protein 3","",P21754,"","","",Homo sapiens,9606,""
GL_002676,"Solute carrier family 2, facilitated glucose transporter member 8","",Q9JJZ1,"","","",Rattus norvegicus,10116,""
GL_002048,"P-selectin","",Q01102,"4GXB","","",Mus musculus,10090,""
GL_003263,"L-fucose mutarotase","",B1IU37,"","","",Escherichia coli ATCC 8739,481805,""
GL_000966,"Protein eva-1 homolog C","",P58659,"","","",Mus musculus,10090,""
GL_000219,"C-type lectin lectoxin-Enh4","",A7X3X3,"","","",Pseudoferania polylepis,338839,""
GL_001278,"Beta-galactosidase","",Q1G9Z4,"","","",Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002,390333,""
GL_000272,"Calreticulin","",P27797,"2CLR|3DOW|3POS|3POW|5LK5|5V90|6ENY|7QPD|8TZO|8TZR","","",Homo sapiens,9606,""
GL_000837,"Oxidized low-density lipoprotein receptor 1","",O70156,"","","",Rattus norvegicus,10116,""
GL_001252,"Alpha-xylosidase XylQ","",P96793,"","","",Lactiplantibacillus pentosus,1589,""
GL_000197,"C-type lectin domain family 7 member A","",Q9BXN2,"","","",Homo sapiens,9606,""
GL_000771,"Main hemagglutinin component type C","",P0DPR0,"1QXM|3AH1|3AH2|3AH4|3AJ5|3AJ6","","",Clostridium phage c-st,12336,""
GL_001567,"Glucans biosynthesis protein G","",Q89BU4,"","","",Bradyrhizobium diazoefficiens USDA 110,224911,""
GL_002494,"Glucokinase","",B1JG01,"","","",Yersinia pseudotuberculosis YPIII,502800,""
GL_004436,"Glucose-6-phosphate isomerase","",A8FSH2,"","","",Shewanella sediminis HAW-EB3,425104,""
GL_002625,"Glucokinase","",Q7P1R6,"","","",Chromobacterium violaceum ATCC 12472,243365,""
GL_000708,"Lectin 5","",A0A396HQY2,"","","",Medicago truncatula,3880,""
GL_002262,"Ribosome-inactivating protein","",Q9AVR2,"1HWM|1HWN|1HWO|1HWP","","",Sambucus ebulus,28503,""
GL_001106,"Serum amyloid P-component (Fragment)","",P19095,"","","",Mustelus canis,7812,""
GL_003034,"AA9 family lytic polysaccharide monooxygenase B","",A0A1C9CXI1,"","","",Thermothelomyces thermophilus,78579,""
GL_002352,"Botulinum neurotoxin type C","",P18640,"2QN0|3DEB|3N7K|3R4S|3R4U","","",Clostridium phage c-st,12336,""
GL_000760,"Leucoagglutinating phytohemagglutinin","",P15231,"","","",Phaseolus vulgaris,3885,""
GL_000699,"Lectin (Fragment)","",P16352,"","","",Crotalaria juncea,3829,""
GL_000149,"C-type lectin domain family 14 member A","",Q86T13,"","","",Homo sapiens,9606,""
GL_002630,"Glucokinase","",B6I6T9,"","","",Escherichia coli SE11,409438,""
GL_002522,"Glucokinase","",B4TQD8,"","","",Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633,439843,""
GL_001702,"Malectin","",Q6ZQI3,"","","",Mus musculus,10090,""
GL_000068,"Arcelin-5A","",Q42460,"1IOA","","",Phaseolus vulgaris,3885,""
GL_003756,"ATP-dependent 6-phosphofructokinase, muscle type","",Q60HD9,"","","",Macaca fascicularis,9541,""
GL_002223,"Fiber","",Q64823,"1UXA|1UXE|2WBW|2WGT|2WGU|3N0I|3QND|4K6T|4K6U|4K6V|4K6W|4XQA|4XQB","","",Human adenovirus D37,52275,""
GL_003709,"ATP-dependent 6-phosphofructokinase","",Q2SSQ6,"","","",Mycoplasma capricolum subsp. capricolum ATCC 27343,340047,""
GL_002493,"Glucokinase","",A9QZG0,"","","",Yersinia pestis Angola,349746,""
GL_005304,"Hyaluronate lyase HylA","",A0A2B7ICX0,"8FYG","","",Cutibacterium acnes,1747,""
GL_000191,"C-type lectin domain family 5 member A","",Q9GLF3,"","","",Sus scrofa,9823,""
GL_002702,"Solute carrier family 2, facilitated glucose transporter member 3","",Q9XSC2,"","","",Oryctolagus cuniculus,9986,""
GL_003471,"Glucose-6-phosphate isomerase","",Q3BUL3,"","","",Xanthomonas euvesicatoria pv. vesicatoria str. 85-10,316273,""
GL_004756,"Autoinducer 2-binding protein LsrB","",B1LF99,"","","",Escherichia coli SMS-3-5,439855,""
GL_001325,"Beta-galactosidase","",Q1RFJ2,"","","",Escherichia coli UTI89,364106,""
GL_004311,"Glucose-6-phosphate isomerase","",A4T6W8,"","","",Mycolicibacterium gilvum PYR-GCK,350054,""
GL_003484,"ATP-dependent 6-phosphofructokinase","",P20275,"","","",Spiroplasma citri,2133,""
GL_003315,"L-fucose mutarotase","",Q8ZMC4,"","","",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287,""
GL_003227,"Cyclomaltodextrin glucanotransferase","",P31797,"1CYG","","",Geobacillus stearothermophilus,1422,""
GL_001577,"Glucans biosynthesis protein G","",A7ZZ05,"","","",Escherichia coli HS,331112,""
GL_004726,"Autoinducer 2-binding periplasmic protein LuxP","",Q9KLK6,"","","",Vibrio cholerae O1 biovar El Tor str. N16961,243277,""
GL_000475,"Galectin-1","",P11762,"3M2M|4GA9|4NO4","","",Rattus norvegicus,10116,""
GL_004711,"N-acetylmuramic acid 6-phosphate etherase","",A2RL43,"","","",Lactococcus cremoris subsp. cremoris MG1363,416870,""
GL_003535,"Glucose-6-phosphate isomerase","",P81181,"","","",Lactococcus lactis subsp. lactis Il1403,272623,""
GL_005187,"PKHD-type hydroxylase P9303_20491","",A2CBC7,"","","",Prochlorococcus marinus str. MIT 9303,59922,""
GL_000211,"C-type lectin domain-containing protein 88","",Q86NG3,"","","",Caenorhabditis elegans,6239,""
GL_003326,"Acrosin","",P23578,"","","",Mus musculus,10090,""
GL_004507,"D-ribose pyranase","",B3W789,"","","",Lacticaseibacillus casei BL23,543734,""
GL_003793,"Glucose-6-phosphate isomerase","",Q816G0,"","","",Bacillus cereus ATCC 14579,226900,""
GL_003995,"ATP-dependent 6-phosphofructokinase","",Q1C297,"","","",Yersinia pestis Antiqua,360102,""
GL_004722,"N-acetylmuramic acid 6-phosphate etherase","",A0QNX1,"","","",Mycolicibacterium smegmatis MC2 155,246196,""
GL_001623,"Glucans biosynthesis protein G 1","",Q8EF79,"","","",Shewanella oneidensis MR-1,211586,""
GL_002763,"Glycogen debranching enzyme","",P35573,"","","",Homo sapiens,9606,""
GL_001513,"Glucans biosynthesis protein D","",A4WAB7,"","","",Enterobacter sp. 638,399742,""
GL_003065,"Endo-1,4-beta-xylanase S20","",A8TGA1,"","","",Neocallimastix patriciarum,4758,""
GL_001130,"Snaclec jerdonuxin subunit beta","",E2DQZ5,"","","",Protobothrops jerdonii,242841,""
GL_000877,"Polycystin-1-like protein 2","",Q7Z442,"","","",Homo sapiens,9606,""
GL_000798,"N-acetylgalactosaminyltransferase 7","",Q9R0C5,"","","",Rattus norvegicus,10116,""
GL_000294,"Calreticulin-3","",O04153,"","","",Arabidopsis thaliana,3702,""
GL_005137,"Probable prolyl 4-hydroxylase 4","",Q8LAN3,"","","",Arabidopsis thaliana,3702,""
GL_001560,"Glucans biosynthesis protein G","",Q9FA54,"","","",Cereibacter sphaeroides 2.4.1,272943,""
GL_003234,"Beta/alpha-amylase","",P21543,"2LAA|2LAB|3VOC","","",Paenibacillus polymyxa,1406,""
GL_000785,"Myrosinase-binding protein 1","",Q9SAV0,"","","",Arabidopsis thaliana,3702,""
GL_003704,"Glucosamine 6-phosphate N-acetyltransferase","",O93806,"","","",Candida albicans,5476,""
GL_000167,"C-type lectin domain family 2 member L","",P0C7M9,"","","",Mus musculus,10090,""
GL_002433,"","PTA|PTL-I",,"","LfDB0182","GalNAc",,,""
GL_001444,"Endoglucanase 13","",A2XYW8,"","","",Oryza sativa Indica Group,39946,""
GL_004758,"Autoinducer 2-binding protein LsrB","",Q57HE0,"","","",Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67,321314,""
GL_001799,"Pullulanase A","",Q9F930,"","","",Streptococcus pneumoniae,1313,""
GL_003389,"ATP-dependent 6-phosphofructokinase","",Q2YTE2,"","","",Staphylococcus aureus RF122,273036,""
GL_002052,"Protein EMP47","",P43555,"2A6Y|2A6Z|2A70|2A71","","",Saccharomyces cerevisiae S288C,559292,""
GL_000739,"Lectin-like protein","",Q9LZF5,"","","",Arabidopsis thaliana,3702,""
GL_004164,"Glucose-6-phosphate isomerase, cytosolic","",O82059,"","","",Spinacia oleracea,3562,""
GL_001980,"Anti-tumor lectin (Fragment)","",Q6WY08,"1WW4|1WW5|1WW6|1WW7|2ZGK|2ZGL|2ZGM|2ZGN|2ZGO|2ZGP|2ZGQ|2ZGR|2ZGS|2ZGT|2ZGU|3AFK|3M3C|3M3E|3M3O|3M3Q|3WG1|3WG2|3WG3|3WG4","","",Cyclocybe aegerita,1973307,"1472"
GL_002648,"Glucose-6-phosphate 1-dehydrogenase","",O55044,"","","",Cricetulus griseus,10029,""
GL_000959,"Prostatic spermine-binding protein","",P08723,"","","",Rattus norvegicus,10116,""
GL_000251,"Calnexin","",P34652,"","","",Caenorhabditis elegans,6239,""
GL_004368,"ATP-dependent 6-phosphofructokinase isozyme 1","",A7ZUC9,"","","",Escherichia coli O139:H28 str. E24377A,331111,""
GL_002559,"Glucokinase","",B5RCN1,"","","",Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91,550538,""
GL_002780,"Exoglucanase B","",P50899,"","","",Cellulomonas fimi ATCC 484,590998,""
GL_002971,"AA9 family lytic polysaccharide monooxygenase J","",Q7SHD9,"","","",Neurospora crassa OR74A,367110,""
GL_003057,"Endoglucanase EG-1","",A0A024SNB7,"","","",Trichoderma reesei RUT C-30,1344414,""
GL_000990,"Protein OS-9","",Q13438,"3AIH","","",Homo sapiens,9606,""
GL_001268,"Beta-1,3-glucan-binding protein 1","",Q9NJ98,"","","",Manduca sexta,7130,""
GL_000888,"Polypeptide N-acetylgalactosaminyltransferase 10","",Q86SR1,"2D7I|2D7R","","",Homo sapiens,9606,""
GL_002311,"Hemagglutinin","",P03437,"1EO8|1FYT|1HA0|1HGG|1HTM|1J8H|1KEN|1KG0|1PYW|1QFU|1QU1|2HMG|2VIR|2VIS|2VIT|2VIU|2YPG|3EYM|3HMG|3S4S|3S5L|3VUN|4C56|4HMG|5HMG|6E56|6N5D|6N5E|6XPX|6Y5L|7ZJ6|7ZJ7|7ZJ8|8G5A|8G5B|8PK3","","",Influenza A virus (A/Aichi/2/1968(H3N2)),387139,""
GL_002187,"Capsid protein VP1","",P90498,"4X0Y|4X0Z|4X10|4X11|4X12|4X13","","",JC polyomavirus,10632,""
GL_000915,"Polypeptide N-acetylgalactosaminyltransferase 3","",P34678,"","","",Caenorhabditis elegans,6239,""
GL_001152,"Type-2 ice-structuring protein","",A0ZT93,"2ZIB","","",Brachyopsis segaliensis,1633465,""
GL_003272,"L-fucose mutarotase","",B7MLC5,"","","",Escherichia coli S88,585035,""
GL_003273,"L-fucose mutarotase","",B7UHM0,"","","",Escherichia coli O127:H6 str. E2348/69,574521,""
GL_000555,"Integral membrane protein DGCR2/IDD","",P98153,"","","",Homo sapiens,9606,""
GL_003810,"D-ribose pyranase","",A4TSH7,"","","",Yersinia pestis Pestoides F,386656,""
GL_003510,"Glucose-6-phosphate isomerase","",Q8FB44,"","","",Escherichia coli CFT073,199310,""
GL_004945,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1","",Q63321,"","","",Rattus norvegicus,10116,""
GL_001649,"Hematopoietic progenitor cell antigen CD34","",Q28270,"","","",Canis lupus familiaris,9615,""
GL_000602,"Jeltraxin","",Q9PTT2,"","","",Lepidobatrachus laevis,8376,""
GL_003629,"Glucose-6-phosphate isomerase","",P0DB24,"","","",Streptococcus pyogenes MGAS315,198466,""
GL_000119,"C-type lectin 2","",Q6X5T4,"","","",Bitis arietans,8692,""
GL_002023,"Intelectin-1b","",Q80ZA0,"","","",Mus musculus,10090,""
GL_005232,"PKHD-type hydroxylase TERTU_2553","",C5BLP4,"","","",Teredinibacter turnerae T7901,377629,""
GL_003637,"D-ribose pyranase","",A8ACQ4,"","","",Citrobacter koseri ATCC BAA-895,290338,""
GL_002858,"LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.1","",Q9FF31,"","","",Arabidopsis thaliana,3702,""
GL_000493,"Galectin-3","",Q206Z5,"2R0F|2R0H","","",Coprinopsis cinerea,5346,""
GL_004797,"N-acetylmuramic acid 6-phosphate etherase","",B1XMC7,"","","",Picosynechococcus sp. PCC 7002,32049,""
GL_004214,"Glucose-6-phosphate isomerase 2","",Q9Z523,"","","",Streptomyces coelicolor A3(2),100226,""
GL_001625,"Glucoamylase","",P29761,"","","",Clostridium sp. G0005,72582,""
GL_002228,"Hemagglutinin (Fragment)","",Q6DQ34,"3ZNK|3ZNL|3ZNM|3ZP0|3ZP1|3ZP2|3ZP3|3ZP6|3ZPA|3ZPB|4BGW|4BGX|4BGY|4CQP|4CQQ|4CQR|4CQS|4CQU|4CQZ|4CR0|5AJM|5JW4|6A0Z","","",Influenza A virus (A/Vietnam/1194/2004(H5N1)),644788,""
GL_001371,"Bifunctional protein GAL10","",P04397,"1Z45","","",Saccharomyces cerevisiae S288C,559292,""
GL_000702,"Lectin 1","",P23558,"","","",Laburnum alpinum,3852,""
GL_004082,"Glucose-6-phosphate isomerase","",Q15PR3,"","","",Paraglaciecola sp. T6c,3042615,""
GL_002349,"Concanavalin-A","",P14894,"1WUV|2D7F|2EF6|2OVU|2P2K","","",Canavalia gladiata,3824,""
GL_003450,"ATP-dependent 6-phosphofructokinase","",A5UD89,"","","",Haemophilus influenzae PittEE,374930,""
GL_002305,"Pro-hevein","",P02877,"1HEV|1Q9B|1T0W|1WKX|4WP4","","",Hevea brasiliensis,3981,""
GL_003638,"Glucose-6-phosphate isomerase","",Q6D022,"","","",Pectobacterium atrosepticum SCRI1043,218491,""
GL_003106,"Chitinase domain-containing protein 1","",Q68EX9,"","","",Xenopus laevis,8355,""
GL_002397,"Subtilase cytotoxin subunit B","",Q6EZC3,"3DWA|3DWP|3DWQ|4BWG","","",Escherichia coli,562,""
GL_004868,"Probable ABC transporter periplasmic-binding protein y4mI","",P55568,"","","",Sinorhizobium fredii NGR234,394,""
GL_000392,"Ficolin-2","",Q5I2E5,"","","",Bos taurus,9913,""
GL_000842,"Pancreatic adenocarcinoma up-regulated factor","",Q96DA0,"3AQG","","",Homo sapiens,9606,""
GL_004265,"D-ribose pyranase","",A1SRU1,"","","",Psychromonas ingrahamii 37,357804,""
GL_000461,"Galactose-specific lectin (Fragments)","",C0HK14,"","","",Morus indica,248361,""
GL_003859,"Glucose-6-phosphate isomerase","",Q7WP01,"","","",Bordetella bronchiseptica RB50,257310,""
GL_001802,"Putative beta-glucuronidase","",T2KM09,"","","",Formosa agariphila KMM 3901,1347342,""
GL_000308,"Chitin-binding lectin 1","PL|STL",Q9S8M0,"","LfDB0167","GlcNAc",Solanum tuberosum,4113,""
GL_000280,"Calreticulin","",Q9STD3,"","","",Chlamydomonas reinhardtii,3055,""
GL_001284,"Beta-galactosidase","",P45582,"","","",Asparagus officinalis,4686,""
GL_001103,"Serum amyloid P-component","",P07629,"","","",Mesocricetus auratus,10036,""
GL_000393,"Ficolin-3","",O75636,"2J5Z|2J60|2J64","","",Homo sapiens,9606,""
GL_004971,"PKHD-type hydroxylase Synpcc7942_0015","",Q31SC2,"","","",Synechococcus elongatus PCC 7942 = FACHB-805,1140,""
GL_003747,"ATP-dependent 6-phosphofructokinase","",P80019,"1ZXX","","",Lactobacillus delbrueckii subsp. bulgaricus,1585,""
GL_005171,"PKHD-type hydroxylase Mmar10_1675","",Q0AP20,"","","",Maricaulis maris MCS10,394221,""
GL_002985,"AA9 family lytic polysaccharide monooxygenase G","",A0A5N6UV50,"","","",Aspergillus tamarii,41984,""
GL_002651,"Glucokinase","",Q1QZ16,"","","",Chromohalobacter israelensis DSM 3043,290398,""
